date,region_id,surface_temp_c,ndvi,rainfall_mm_7d,soil_moisture_pct,cloud_cover_pct,evapotranspiration_mm,drought_risk
2025-01-24,R05,21.487,0.4062,17.105,55.787,53.864,7.587,1
2025-01-25,R05,22.577,0.4028,9.462,54.562,75.074,6.326,0
2025-01-26,R05,28.68,0.1976,4.445,49.752,27.992,8.882,1
2025-01-27,R05,27.829,0.3981,8.07,56.25,53.872,7.909,1
2025-01-28,R05,29.389,0.2498,5.227,48.047,65.233,8.126,1
2025-01-29,R05,26.446,0.3292,10.796,56.082,54.358,8.64,1
2025-01-30,R05,24.964,0.2525,9.984,53.887,59.446,6.641,1
2025-01-31,R05,24.841,0.2147,4.695,57.184,42.351,9.314,1
2025-02-01,R05,27.006,0.2828,15.153,54.436,68.343,7.008,1
2025-02-02,R05,27.69,0.3548,6.445,48.334,51.36,11.202,1
2025-02-03,R05,23.844,0.3312,19.203,61.758,58.676,8.157,1
2025-02-04,R05,27.878,0.4213,5.09,48.376,21.024,11.418,1
2025-02-05,R05,25.151,0.3474,3.435,47.506,65.41,6.822,1
2025-02-06,R05,24.332,0.3321,6.96,49.1,67.543,6.822,1
2025-02-07,R05,25.227,0.2355,6.27,49.379,69.4,7.377,1
2025-02-08,R05,29.372,0.2628,9.134,52.237,36.433,9.878,1
2025-02-09,R05,28.257,0.2636,6.104,54.753,48.882,8.706,1
2025-02-10,R05,29.501,0.2979,9.41,45.68,50.07,9.593,1
2025-02-11,R05,26.663,0.3235,8.133,52.31,52.741,9.392,1
2025-02-12,R05,28.13,0.2816,7.09,50.064,30.609,10.93,1
2025-02-13,R05,27.219,0.2459,4.093,48.177,51.114,7.188,1
2025-02-14,R05,26.794,0.2536,4.413,49.843,48.399,8.351,1
2025-02-15,R05,23.11,0.3984,15.349,62.653,72.573,5.392,0
2025-02-16,R05,27.221,0.3958,6.195,53.855,97.445,7.337,1
2025-02-17,R05,26.756,0.2799,13.248,60.434,55.299,7.725,1
2025-02-18,R05,30.769,0.2612,13.7,51.034,74.73,8.43,1
2025-02-19,R05,25.781,0.344,2.092,48.438,13.733,11.452,1
2025-02-20,R05,25.517,0.2652,8.913,54.71,46.817,8.37,1
2025-02-21,R05,27.451,0.348,4.87,56.189,59.942,8.193,1
2025-02-22,R05,26.887,0.2045,5.55,53.903,55.877,7.531,1
2025-02-23,R05,27.292,0.2361,6.453,52.972,60.193,8.44,1
2025-02-24,R05,24.407,0.4382,5.89,55.523,55.501,7.429,1
2025-02-25,R05,23.864,0.304,3.586,53.633,30.101,8.124,1
2025-02-26,R05,26.3,0.3237,16.591,57.589,85.376,5.881,0
2025-02-27,R05,28.222,0.3026,6.501,45.501,51.179,8.713,1
2025-02-28,R05,26.953,0.3108,0.274,50.453,45.869,8.178,1
2025-03-01,R05,23.912,0.248,32.69,57.129,82.296,6.052,0
2025-03-02,R05,25.553,0.3536,6.803,56.742,63.197,7.202,1
2025-03-03,R05,27.385,0.3276,5.437,49.668,33.749,7.995,1
2025-03-04,R05,26.548,0.3266,3.937,52.179,62.813,7.596,1
2025-03-05,R05,29.177,0.1669,6.755,51.994,54.469,9.546,1
2025-03-06,R05,26.372,0.2359,6.417,57.449,47.844,8.18,1
2025-03-07,R05,26.045,0.3993,3.171,50.098,32.025,8.962,1
2025-03-08,R05,26.236,0.4402,8.314,53.389,55.871,7.866,1
2025-03-09,R05,28.351,0.3285,2.147,49.017,32.308,9.55,1
2025-03-10,R05,27.917,0.3002,34.365,62.87,54.75,9.345,0
2025-03-11,R05,24.995,0.3029,14.786,59.778,72.951,6.242,0
2025-03-12,R05,25.259,0.309,17.363,61.565,72.848,6.35,0
2025-03-13,R05,26.594,0.2501,11.213,48.782,56.657,9.202,1
2025-03-14,R05,25.374,0.3779,13.786,63.518,91.932,5.336,0
2025-03-15,R05,26.899,0.2452,5.319,53.928,49.528,7.084,1
2025-03-16,R05,28.306,0.2356,0.291,52.638,10.857,10.223,1
2025-03-17,R05,25.777,0.2031,3.717,56.63,31.531,8.92,1
2025-03-18,R05,26.576,0.2738,16.714,61.686,61.952,7.164,0
2025-03-19,R05,24.04,0.2403,1.59,51.677,55.373,5.556,1
2025-03-20,R05,27.777,0.2948,5.785,50.919,32.124,9.424,1
2025-03-21,R05,29.017,0.2018,6.92,56.487,30.219,9.454,1
2025-03-22,R05,28.347,0.312,7.684,50.19,54.17,6.675,1
2025-03-23,R05,24.996,0.3703,4.244,52.546,44.932,7.313,1
2025-03-24,R05,28.959,0.3106,14.458,52.495,54.687,8.663,1
2025-03-25,R05,29.865,0.2948,2.929,54.113,83.069,7.75,1
2025-03-26,R05,28.944,0.318,11.477,58.464,60.843,7.428,1
2025-03-27,R05,28.501,0.2803,14.446,53.419,56.253,7.805,1
2025-03-28,R05,26.03,0.2864,21.477,58.964,50.843,9.032,1
2025-03-29,R05,28.469,0.2427,1.797,48.261,25.999,9.158,1
2025-03-30,R05,27.508,0.3732,3.514,51.358,30.948,9.092,1
2025-03-31,R05,28.386,0.2541,8.24,53.844,72.214,7.194,1
2025-04-01,R05,28.328,0.2574,18.167,54.558,50.456,8.716,1
2025-04-02,R05,26.619,0.2996,2.454,50.89,41.479,8.735,1
2025-04-03,R05,25.382,0.4216,2.484,54.924,44.574,8.336,1
2025-04-04,R05,25.666,0.3649,10.547,54.99,27.399,9.055,1
2025-04-05,R05,29.598,0.3773,2.712,50.035,20.229,10.604,1
2025-04-06,R05,30.658,0.2173,10.349,50.093,71.612,7.898,1
2025-04-07,R05,25.395,0.2319,9.27,54.019,84.43,6.37,1
2025-04-08,R05,27.34,0.2826,7.835,51.096,69.117,8.017,1
2025-04-09,R05,30.495,0.2353,14.392,51.105,55.336,9.05,1
2025-04-10,R05,27.628,0.3641,5.212,52.712,64.405,8.863,1
2025-04-11,R05,28.131,0.2406,4.17,48.238,77.105,6.217,1
2025-04-12,R05,25.983,0.3316,7.436,51.353,51.271,8.997,1
2025-04-13,R05,26.71,0.3324,7.583,57.779,51.652,7.778,1
2025-04-14,R05,26.698,0.2772,1.974,52.0,73.006,6.975,1
2025-04-15,R05,31.577,0.141,3.913,48.424,57.287,9.233,1
2025-04-16,R05,27.704,0.2156,2.005,50.327,29.694,8.631,1
2025-04-17,R05,28.854,0.217,15.696,53.131,54.772,8.833,1
2025-04-18,R05,26.686,0.235,9.047,53.273,45.308,8.624,1
2025-04-19,R05,26.236,0.3542,11.126,57.529,76.843,8.389,1
2025-04-20,R05,28.18,0.2839,16.681,55.007,69.325,7.295,1
2025-04-21,R05,27.359,0.2704,10.037,58.711,32.322,8.522,1
2025-04-22,R05,24.177,0.381,9.996,53.31,43.74,9.128,1
2025-04-23,R05,27.265,0.3396,3.367,51.571,40.731,8.909,1
2025-04-24,R05,22.449,0.2398,15.35,60.468,77.302,4.591,0
2025-04-25,R05,28.192,0.2651,8.412,54.064,26.929,9.759,1
2025-04-26,R05,28.91,0.2743,3.739,48.829,35.947,9.414,1
2025-04-27,R05,26.931,0.31,11.767,55.465,49.272,7.709,1
2025-04-28,R05,26.589,0.3116,3.988,51.576,53.709,8.124,1
2025-04-29,R05,26.397,0.2912,10.173,54.191,68.208,7.491,1
2025-04-30,R05,24.272,0.3616,3.261,52.044,36.218,9.12,1
2025-05-01,R05,28.261,0.2295,6.236,46.508,30.908,9.852,1
2025-05-02,R05,24.206,0.4389,7.185,53.716,50.232,8.366,1
2025-05-03,R05,28.032,0.2581,11.196,52.628,60.759,9.131,1
2025-05-04,R05,26.575,0.3072,25.13,60.285,39.82,9.058,0
2025-05-05,R05,26.065,0.2861,9.709,53.037,72.603,6.945,1
2025-05-06,R05,27.037,0.3482,11.541,54.358,50.719,8.61,1
2025-05-07,R05,25.249,0.3017,4.682,53.222,29.605,9.267,1
2025-05-08,R05,26.308,0.2502,12.908,47.704,42.79,8.88,1
2025-05-09,R05,26.242,0.4172,5.465,53.403,46.64,9.458,1
2025-05-10,R05,26.188,0.2759,5.529,53.134,63.876,7.956,1
2025-05-11,R05,21.373,0.3721,10.406,58.232,42.995,8.434,1
2025-05-12,R05,28.291,0.377,18.334,53.592,89.037,6.732,1
2025-05-13,R05,29.968,0.2185,7.638,51.845,69.708,9.228,1
2025-05-14,R05,25.284,0.307,5.556,54.523,47.331,6.687,1
2025-05-15,R05,26.877,0.3964,3.394,51.484,74.712,7.064,1
2025-05-16,R05,23.271,0.2881,2.562,51.298,21.842,9.685,1
2025-05-17,R05,26.342,0.3076,26.584,56.104,68.622,8.239,1
2025-05-18,R05,24.064,0.3038,4.997,54.699,71.154,6.051,1
2025-05-19,R05,26.84,0.2889,5.123,52.594,27.953,8.977,1
2025-05-20,R05,26.493,0.2913,4.52,49.76,39.61,8.183,1
2025-05-21,R05,22.855,0.3785,5.848,55.163,59.186,7.203,1
2025-05-22,R05,25.632,0.3289,7.508,48.275,64.039,6.549,1
2025-05-23,R05,26.024,0.3638,15.41,58.174,52.791,9.041,1
2025-05-24,R05,24.794,0.2721,13.121,58.717,59.425,7.699,1
2025-05-25,R05,21.841,0.233,8.475,53.537,58.198,7.039,1
2025-05-26,R05,27.762,0.274,5.856,52.327,65.046,7.814,1
2025-05-27,R05,24.741,0.3659,3.049,49.935,54.5,8.067,1
2025-05-28,R05,26.062,0.3244,22.034,55.433,52.857,8.111,1
2025-05-29,R05,24.16,0.4158,7.789,54.36,55.777,7.119,1
2025-05-30,R05,22.905,0.3739,12.041,55.531,58.956,6.434,1
2025-05-31,R05,26.293,0.311,8.315,55.4,46.816,9.042,1
2025-06-01,R05,25.363,0.3537,5.085,51.162,31.028,11.331,1
2025-06-02,R05,24.541,0.3662,13.314,51.833,60.079,6.14,0
2025-06-03,R05,23.503,0.3234,3.992,53.15,19.812,7.007,1
2025-06-04,R05,26.294,0.249,10.825,56.902,43.61,6.989,1
2025-06-05,R05,25.058,0.3156,5.491,50.788,52.222,8.134,1
2025-06-06,R05,26.161,0.1741,46.296,68.716,69.816,6.425,0
2025-06-07,R05,26.282,0.2893,21.313,56.004,50.787,8.881,1
2025-06-08,R05,27.337,0.3364,1.763,55.662,44.927,8.021,1
2025-06-09,R05,24.023,0.3206,18.642,56.763,42.768,9.477,1
2025-06-10,R05,26.075,0.2055,3.197,52.163,44.818,9.582,1
2025-06-11,R05,23.137,0.3354,32.667,64.275,64.689,7.734,0
2025-06-12,R05,27.222,0.4112,11.252,56.601,62.436,8.08,1
2025-06-13,R05,25.307,0.3076,1.621,54.153,12.49,10.956,1
2025-06-14,R05,25.018,0.3719,11.851,54.625,29.001,9.709,1
2025-06-15,R05,26.653,0.3328,1.25,50.253,66.523,7.344,1
2025-06-16,R05,25.437,0.2498,14.54,51.377,55.124,7.358,1
2025-06-17,R05,25.118,0.3096,1.623,46.33,35.291,8.092,1
2025-06-18,R05,24.138,0.2979,1.93,55.998,23.912,9.884,1
2025-06-19,R05,22.278,0.344,9.385,56.556,72.409,7.39,1
2025-06-20,R05,23.743,0.3483,12.505,55.614,53.324,7.218,1
2025-06-21,R05,24.851,0.3123,19.953,59.744,52.924,8.399,1
2025-06-22,R05,23.157,0.4132,17.706,51.635,51.766,7.58,1
2025-06-23,R05,23.759,0.2937,16.481,58.834,76.196,6.77,1
2025-06-24,R05,24.666,0.2931,2.009,49.705,57.674,7.655,1
2025-06-25,R05,23.567,0.4107,2.064,50.882,46.482,6.956,1
2025-06-26,R05,25.477,0.3175,4.023,52.358,51.23,8.105,1
2025-06-27,R05,24.574,0.2826,4.31,49.966,24.304,9.195,1
2025-06-28,R05,22.364,0.3054,7.27,54.674,30.688,7.495,1
2025-06-29,R05,23.295,0.3629,13.527,55.307,64.325,6.607,1
2025-06-30,R05,23.43,0.2819,2.506,50.725,20.217,9.655,1
2025-07-01,R05,24.321,0.399,1.715,51.221,46.919,8.196,1
2025-07-02,R05,24.607,0.2015,4.216,53.845,36.137,8.619,1
2025-07-03,R05,25.966,0.3624,23.21,59.107,56.05,7.653,1
2025-07-04,R05,19.113,0.3822,30.466,66.875,90.106,4.805,0
2025-07-05,R05,22.124,0.4595,8.343,52.605,27.886,8.986,1
2025-07-06,R05,19.944,0.4069,13.935,56.917,77.591,5.288,0
2025-07-07,R05,22.793,0.365,33.751,61.418,73.322,6.114,0
2025-07-08,R05,21.822,0.3756,7.631,47.96,45.66,8.687,1
2025-07-09,R05,19.928,0.3713,4.963,56.78,30.116,7.77,1
2025-07-10,R05,22.928,0.32,4.206,52.831,37.434,7.675,1
2025-07-11,R05,19.757,0.336,4.951,60.54,35.122,6.728,1
2025-07-12,R05,18.798,0.418,7.746,60.651,45.992,6.163,0
2025-07-13,R05,22.949,0.3309,1.699,52.304,41.103,7.973,1
2025-07-14,R05,24.159,0.2996,9.983,57.757,48.073,6.581,0
2025-07-15,R05,23.02,0.4265,27.083,60.39,68.181,5.766,0
2025-07-16,R05,25.087,0.3738,8.24,52.236,56.756,6.416,1
2025-07-17,R05,20.544,0.353,1.439,56.334,63.943,5.406,0
2025-07-18,R05,20.767,0.3897,5.733,56.604,64.781,6.171,0
2025-07-19,R05,22.316,0.3113,13.017,59.004,57.58,7.57,1
2025-07-20,R05,21.652,0.438,9.549,56.367,16.383,10.087,1
2025-07-21,R05,22.831,0.3398,11.819,57.082,61.495,7.172,1
2025-07-22,R05,20.432,0.2573,44.837,67.876,69.961,6.405,0
2025-07-23,R05,24.54,0.3314,4.475,54.243,44.652,7.721,1
2025-07-24,R05,18.784,0.4903,7.559,60.992,43.546,6.846,1
2025-07-25,R05,17.58,0.3416,12.425,61.508,18.591,8.732,0
2025-07-26,R05,22.976,0.4136,10.87,54.539,53.8,5.117,0
2025-07-27,R05,20.31,0.3855,20.089,61.248,57.024,6.602,0
2025-07-28,R05,19.329,0.3834,9.481,61.232,31.79,7.461,1
2025-07-29,R05,19.927,0.4477,2.902,57.033,67.782,4.94,0
2025-07-30,R05,22.216,0.4197,21.378,61.786,47.859,6.787,0
2025-07-31,R05,21.826,0.3643,12.067,53.926,46.118,6.985,1
2025-08-01,R05,20.87,0.3541,4.132,56.558,75.476,6.794,1
2025-08-02,R05,22.122,0.3568,4.102,49.338,25.958,9.126,1
2025-08-03,R05,17.557,0.3924,2.214,57.185,36.241,8.936,1
2025-08-04,R05,18.96,0.2854,27.802,68.391,48.137,7.662,0
2025-08-05,R05,21.264,0.3484,1.058,50.635,39.864,8.792,1
2025-08-06,R05,19.86,0.3835,5.453,58.048,52.655,7.375,1
2025-08-07,R05,21.931,0.3645,20.089,60.399,67.127,6.521,0
2025-08-08,R05,20.88,0.291,16.789,57.21,70.749,6.791,1
2025-08-09,R05,19.013,0.4194,11.741,59.995,52.161,5.891,0
2025-08-10,R05,18.258,0.3552,5.26,56.646,27.244,6.706,0
2025-08-11,R05,21.655,0.2924,10.191,58.592,73.253,5.378,1
2025-08-12,R05,21.374,0.3052,14.849,59.274,62.652,5.534,1
2025-08-13,R05,22.104,0.3101,9.223,53.725,67.086,5.814,1
2025-08-14,R05,22.091,0.2538,11.278,52.513,76.525,5.6,1
2025-08-15,R05,17.979,0.3607,9.28,60.573,70.51,5.477,0
2025-08-16,R05,19.368,0.3097,0.566,50.487,19.963,9.06,1
2025-08-17,R05,21.687,0.37,12.441,58.303,49.245,7.412,1
2025-08-18,R05,19.784,0.2831,5.844,60.474,50.205,6.29,0
2025-08-19,R05,22.251,0.3973,6.515,56.548,31.229,7.241,1
2025-08-20,R05,19.839,0.4607,5.207,53.286,31.672,8.111,1
2025-08-21,R05,18.096,0.3915,7.047,57.891,59.286,5.996,0
2025-08-22,R05,19.344,0.4454,11.451,59.065,58.3,6.664,0
2025-08-23,R05,18.636,0.3181,4.176,48.976,85.011,4.22,1
2025-08-24,R05,18.513,0.4817,17.463,61.083,58.609,5.471,0
2025-08-25,R05,25.31,0.4114,8.046,58.824,59.585,7.996,1
2025-08-26,R05,20.961,0.2918,3.978,58.804,43.558,7.316,1
2025-08-27,R05,19.209,0.3542,27.565,67.556,85.216,4.471,0
2025-08-28,R05,21.296,0.4446,3.555,55.31,34.089,7.249,1
2025-08-29,R05,18.039,0.3434,25.7,64.812,86.738,4.342,0
2025-08-30,R05,18.83,0.3476,5.398,57.938,38.5,7.837,1
2025-08-31,R05,20.134,0.327,1.137,52.495,27.455,9.676,1
2025-09-01,R05,20.62,0.4315,25.631,64.711,63.676,7.583,0
2025-09-02,R05,18.451,0.3762,3.197,61.049,36.957,8.153,1
2025-09-03,R05,17.615,0.4075,16.277,57.054,75.326,4.94,0
2025-09-04,R05,18.802,0.3419,4.16,54.17,31.854,7.241,1
2025-09-05,R05,18.177,0.2946,14.529,64.225,60.093,5.533,0
2025-09-06,R05,17.522,0.3983,35.158,67.289,75.959,4.508,0
2025-09-07,R05,20.878,0.2975,30.221,70.515,57.23,6.823,0
2025-09-08,R05,20.925,0.3626,1.411,54.18,48.679,6.156,1
2025-09-09,R05,22.538,0.3224,5.683,57.321,67.962,7.243,1
2025-09-10,R05,21.511,0.4312,11.303,59.323,77.362,7.082,0
2025-09-11,R05,16.043,0.3201,14.922,61.52,56.937,5.517,0
2025-09-12,R05,19.677,0.3751,14.874,60.053,40.857,7.152,1
2025-09-13,R05,20.528,0.3625,9.319,58.036,76.901,4.322,0
2025-09-14,R05,20.539,0.3601,16.336,62.1,47.567,7.447,0
2025-09-15,R05,19.055,0.4241,5.684,55.635,31.673,7.798,1
2025-09-16,R05,19.164,0.2681,3.231,53.954,57.651,6.664,1
2025-09-17,R05,15.952,0.448,6.711,57.566,64.195,4.625,0
2025-09-18,R05,16.88,0.3546,8.744,57.879,54.377,4.525,0
2025-09-19,R05,19.029,0.4478,2.745,58.461,79.682,4.164,0
2025-09-20,R05,17.484,0.3936,13.142,56.895,61.971,7.528,0
2025-09-21,R05,20.255,0.4095,11.878,56.027,61.676,5.572,0
2025-09-22,R05,16.423,0.4991,17.291,66.337,70.434,4.723,0
2025-09-23,R05,20.862,0.3417,2.852,53.62,37.602,7.919,1
2025-09-24,R05,16.334,0.4265,10.546,61.495,50.273,6.998,0
2025-09-25,R05,15.162,0.3631,1.076,56.45,5,7.075,0
2025-09-26,R05,16.796,0.476,14.675,56.622,24.583,6.112,0
2025-09-27,R05,20.887,0.3592,4.652,48.817,59.141,5.79,1
2025-09-28,R05,18.167,0.4023,6.342,57.65,51.941,7.581,1
2025-09-29,R05,15.211,0.3102,2.695,64.444,28.517,7.32,0
2025-09-30,R05,19.073,0.4504,0.073,49.603,8.627,9.355,1
2025-10-01,R05,17.872,0.3813,5.75,52.781,34.096,6.881,1
2025-10-02,R05,19.528,0.3877,8.669,58.538,72.522,6.524,1
2025-10-03,R05,18.665,0.2954,8.684,60.079,52.933,5.939,0
2025-10-04,R05,18.052,0.429,12.671,58.423,64.36,6.356,0
2025-10-05,R05,18.865,0.4471,15.656,60.42,69.68,6.029,0
2025-10-06,R05,16.473,0.21,11.343,55.826,48.077,5.538,0
2025-10-07,R05,22.806,0.1277,11.428,57.846,50.049,7.421,1
2025-10-08,R05,17.056,0.4103,2.483,53.735,34.067,7.737,1
2025-10-09,R05,19.445,0.3763,3.988,55.424,29.558,8.26,1
2025-10-10,R05,20.872,0.455,0.705,55.023,32.259,8.901,1
2025-10-11,R05,19.794,0.4374,9.25,57.741,69.224,6.111,0
2025-10-12,R05,18.768,0.3734,1.619,59.808,49.4,7.511,0
2025-10-13,R05,18.225,0.3439,9.577,57.997,66.399,6.623,0
2025-10-14,R05,19.349,0.412,17.574,67.057,59.012,5.239,0
2025-10-15,R05,18.988,0.3834,1.314,53.76,53.211,6.697,1
2025-10-16,R05,19.597,0.3547,24.413,64.47,52.812,7.681,0
2025-10-17,R05,18.144,0.3608,18.921,60.493,57.434,6.787,0
2025-10-18,R05,22.14,0.271,6.088,62.085,35.255,7.511,1
2025-10-19,R05,18.7,0.311,1.447,57.639,53.969,7.005,0
2025-10-20,R05,17.652,0.3984,6.721,60.802,31.009,8.51,1
2025-10-21,R05,19.955,0.3686,6.416,59.091,29.72,7.865,1
2025-10-22,R05,17.634,0.4469,35.554,66.944,46.368,6.377,0
2025-10-23,R05,17.328,0.3907,0.822,54.833,24.464,8.219,1
2025-10-24,R05,18.925,0.3081,19.332,60.666,50.048,6.375,0
2025-10-25,R05,17.485,0.3377,16.637,56.483,59.755,6.979,0
2025-10-26,R05,19.512,0.4462,28.761,65.281,64.34,6.358,0
2025-10-27,R05,18.19,0.4636,21.04,60.108,100,2.375,0
2025-10-28,R05,19.072,0.435,7.509,59.215,37.763,7.655,0
2025-10-29,R05,19.183,0.3927,5.2,56.067,59.63,6.203,1
2025-10-30,R05,19.216,0.2984,2.673,52.163,35.813,8.025,1
2025-10-31,R05,20.552,0.2935,3.216,52.317,23.801,7.454,1
2025-11-01,R05,19.644,0.3172,6.408,58.671,50.721,7.681,0
2025-11-02,R05,19.652,0.4563,4.236,59.82,34.409,7.865,1
2025-11-03,R05,20.515,0.3913,14.085,62.72,78.737,5.389,0
2025-11-04,R05,19.691,0.2729,8.224,56.311,53.707,5.497,1
2025-11-05,R05,20.351,0.2819,14.147,57.727,81.716,5.682,0
2025-11-06,R05,19.148,0.3635,6.853,51.971,47.381,7.948,1
2025-11-07,R05,20.312,0.3615,4.083,58.144,67.541,6.292,1
2025-11-08,R05,17.029,0.4024,3.698,59.946,19.617,8.044,1
2025-11-09,R05,20.803,0.2975,19.18,60.852,60.856,5.859,0
2025-11-10,R05,18.598,0.4654,10.732,54.589,46.959,6.036,0
2025-11-11,R05,18.529,0.4355,11.273,60.727,58.158,6.666,0
2025-11-12,R05,19.108,0.2894,8.977,58.21,63.962,6.213,1
2025-11-13,R05,21.104,0.3297,3.486,51.366,59.608,6.528,1
2025-11-14,R05,18.169,0.3904,2.722,52.792,51.012,6.428,1
2025-11-15,R05,21.691,0.3416,13.66,58.604,63.494,6.285,0
2025-11-16,R05,21.321,0.4224,3.2,55.791,13.486,8.311,1
2025-11-17,R05,19.319,0.2569,2.25,53.566,39.298,7.94,1
2025-11-18,R05,20.958,0.2775,3.245,56.269,45.281,6.32,1
2025-11-19,R05,20.128,0.3659,11.123,56.688,64.552,4.966,0
2025-11-20,R05,18.567,0.3737,7.202,58.782,31.318,7.184,1
2025-11-21,R05,19.664,0.3447,14.859,61.22,76.94,5.147,0
2025-11-22,R05,18.653,0.3543,5.365,59.971,42.968,7.525,1
2025-11-23,R05,18.697,0.3629,6.324,56.308,42.586,8.395,1
2025-11-24,R05,22.041,0.3551,2.104,52.0,49.032,6.695,1
2025-11-25,R05,21.759,0.3041,8.819,52.694,52.667,7.49,1
2025-11-26,R05,17.23,0.4058,3.033,55.031,59.31,6.405,0
2025-11-27,R05,19.087,0.4921,6.985,55.383,48.942,6.757,0
2025-11-28,R05,20.445,0.4507,26.613,62.911,65.313,6.347,0
2025-11-29,R05,21.312,0.3853,1.911,48.266,22.688,9.776,1
2025-11-30,R05,21.891,0.3278,4.149,55.952,58.871,6.516,1
2025-12-01,R05,17.961,0.5212,2.657,59.694,49.428,6.311,0
2025-12-02,R05,24.605,0.3636,8.64,53.622,43.617,9.887,1
2025-12-03,R05,19.684,0.3777,12.914,64.367,71.244,3.772,0
2025-12-04,R05,20.597,0.3813,21.553,62.195,68.42,6.588,0
2025-12-05,R05,22.332,0.3388,11.339,54.004,66.459,7.095,1
2025-12-06,R05,20.719,0.318,8.883,61.816,35.432,7.937,1
2025-12-07,R05,21.781,0.4213,9.109,55.142,52.287,7.563,1
2025-12-08,R05,22.418,0.3306,10.027,55.667,77.884,6.92,1
2025-12-09,R05,21.515,0.3784,0.439,52.436,17.077,9.047,1
2025-12-10,R05,24.482,0.3748,4.831,50.99,50.207,8.127,1
2025-12-11,R05,24.643,0.3312,1.083,54.288,79.159,7.895,1
2025-12-12,R05,23.506,0.2765,11.848,59.122,39.791,6.275,0
2025-12-13,R05,19.162,0.4132,3.692,55.315,48.405,7.759,1
2025-12-14,R05,24.659,0.2993,4.158,48.075,15.468,10.53,1
2025-12-15,R05,22.534,0.4038,6.107,53.156,20.335,8.9,1
2025-12-16,R05,18.436,0.4322,11.098,61.897,47.267,7.259,0
2025-12-17,R05,22.416,0.4063,19.648,55.796,61.225,7.067,0
2025-12-18,R05,25.608,0.3674,9.434,54.41,63.381,8.001,1
2025-12-19,R05,22.01,0.3922,6.185,55.08,30.552,8.394,1
2025-12-20,R05,20.806,0.237,2.759,55.605,34.505,6.45,1
2025-12-21,R05,25.688,0.3199,35.618,64.158,66.456,7.699,0
2025-12-22,R05,18.092,0.4363,2.739,56.907,68.65,5.661,0
2025-12-23,R05,21.466,0.3294,5.715,50.534,16.931,9.537,1
2025-12-24,R05,24.219,0.2871,5.66,50.88,62.647,6.496,1
2025-12-25,R05,22.849,0.3662,12.526,63.234,50.247,7.67,0
2025-12-26,R05,22.297,0.4007,5.64,48.557,23.615,8.393,1
2025-12-27,R05,21.118,0.3287,10.101,59.557,50.869,6.286,0
2025-12-28,R05,26.647,0.2486,5.069,49.33,65.834,7.339,1
2025-12-29,R05,24.181,0.2715,4.573,55.972,17.92,8.628,1
2025-12-30,R05,20.205,0.3765,2.017,55.565,45.302,7.553,1
2025-12-31,R05,21.9,0.268,4.453,50.636,42.471,8.655,1
2025-01-01,R06,25.825,0.6485,3.976,26.634,69.026,7.24,1
2025-01-02,R06,33.377,0.5493,23.522,28.55,59.038,10.094,1
2025-01-03,R06,31.284,0.5651,14.346,26.573,50.071,9.525,1
2025-01-04,R06,27.882,0.712,26.652,32.221,58.949,7.77,1
2025-01-05,R06,30.531,0.5504,2.278,23.697,77.688,9.752,1
2025-01-06,R06,29.379,0.583,4.862,25.7,57.076,6.824,1
2025-01-07,R06,25.086,0.6553,35.549,36.882,55.575,8.777,1
2025-01-08,R06,29.021,0.4833,5.93,24.669,57.864,9.307,1
2025-01-09,R06,31.063,0.6011,0.671,19.788,26.099,10.504,1
2025-01-10,R06,26.446,0.6335,20.815,26.502,82.268,6.35,1
2025-01-11,R06,28.191,0.4882,13.402,32.212,52.344,8.952,1
2025-01-12,R06,31.508,0.5473,12.038,26.138,75.019,8.651,1
2025-01-13,R06,29.664,0.5867,8.216,22.383,57.785,8.806,1
2025-01-14,R06,28.967,0.701,5.772,26.293,63.68,7.395,1
2025-01-15,R06,29.474,0.4803,3.057,22.937,36.527,10.366,1
2025-01-16,R06,29.619,0.6837,9.061,25.306,80.675,8.038,1
2025-01-17,R06,30.311,0.4456,0.295,19.633,43.357,7.668,1
2025-01-18,R06,29.944,0.6073,10.859,23.555,45.793,8.514,1
2025-01-19,R06,30.061,0.5448,19.154,24.572,44.502,9.186,1
2025-01-20,R06,31.783,0.4858,16.336,24.807,63.11,9.059,1
2025-01-21,R06,29.246,0.5298,0.156,19.216,30.162,8.853,1
2025-01-22,R06,27.048,0.6229,9.701,32.785,37.474,10.475,1
2025-01-23,R06,29.968,0.4821,7.425,25.362,40.126,8.492,1
2025-01-24,R06,30.515,0.6084,2.822,19.825,82.985,7.016,1
2025-01-25,R06,32.08,0.5552,3.883,24.911,74.537,8.507,1
2025-01-26,R06,34.684,0.6069,9.472,25.008,68.886,9.779,1
2025-01-27,R06,33.075,0.5078,21.823,33.98,69.227,7.391,1
2025-01-28,R06,32.139,0.5595,24.431,29.119,77.0,6.883,1
2025-01-29,R06,30.967,0.5151,2.673,27.923,50.012,8.714,1
2025-01-30,R06,31.432,0.5971,4.642,25.73,80.867,6.768,1
2025-01-31,R06,32.335,0.459,15.83,24.511,55.366,10.866,1
2025-02-01,R06,33.961,0.5403,6.435,17.883,45.931,10.336,1
2025-02-02,R06,32.165,0.5905,2.372,20.566,61.662,10.544,1
2025-02-03,R06,31.828,0.4919,1.577,25.61,27.054,10.607,1
2025-02-04,R06,33.384,0.5289,10.935,22.215,70.753,9.562,1
