date,region_id,surface_temp_c,ndvi,rainfall_mm_7d,soil_moisture_pct,cloud_cover_pct,evapotranspiration_mm,drought_risk
2025-04-21,R04,25.201,0.7657,10.242,50.72,50.169,7.556,1
2025-04-22,R04,28.414,0.7786,14.706,52.217,53.653,9.096,1
2025-04-23,R04,24.384,0.7636,6.042,46.623,37.928,8.817,1
2025-04-24,R04,28.545,0.6633,4.659,48.587,54.735,8.399,1
2025-04-25,R04,25.019,0.7897,1.811,45.699,19.886,8.461,1
2025-04-26,R04,24.689,0.6912,5.059,55.676,43.748,9.714,1
2025-04-27,R04,28.212,0.6962,37.962,62.368,77.338,9.098,0
2025-04-28,R04,27.222,0.7854,12.219,56.387,61.6,6.797,0
2025-04-29,R04,26.858,0.7948,10.25,46.226,49.479,7.274,1
2025-04-30,R04,23.379,0.7025,34.292,61.254,72.341,5.992,0
2025-05-01,R04,27.008,0.7059,3.24,42.485,18.723,11.838,1
2025-05-02,R04,24.176,0.737,4.929,54.799,54.838,7.564,1
2025-05-03,R04,25.292,0.839,2.324,53.74,41.904,8.416,1
2025-05-04,R04,23.442,0.7707,7.051,52.789,53.662,7.579,1
2025-05-05,R04,27.542,0.7112,30.224,54.65,88.471,6.323,0
2025-05-06,R04,26.795,0.7818,10.685,51.248,46.591,9.085,1
2025-05-07,R04,23.65,0.8649,6.92,42.432,48.898,7.987,1
2025-05-08,R04,26.789,0.7776,6.889,46.756,51.957,7.594,1
2025-05-09,R04,24.456,0.6738,9.115,53.363,88.241,4.968,0
2025-05-10,R04,25.648,0.7942,9.465,53.991,87.573,5.924,0
2025-05-11,R04,22.078,0.731,5.798,57.485,42.237,8.215,1
2025-05-12,R04,24.473,0.7043,15.869,54.187,64.258,8.823,1
2025-05-13,R04,26.477,0.7976,7.17,46.233,80.867,6.566,1
2025-05-14,R04,22.374,0.8421,10.789,48.305,55.084,7.27,1
2025-05-15,R04,24.583,0.7611,16.655,55.617,47.125,6.382,1
2025-05-16,R04,26.742,0.854,0.76,47.684,58.299,8.466,1
2025-05-17,R04,24.075,0.7686,2.109,56.128,43.23,7.644,1
2025-05-18,R04,24.045,0.7423,3.506,51.126,31.112,8.191,1
2025-05-19,R04,24.358,0.728,5.38,47.271,69.073,6.942,1
2025-05-20,R04,21.805,0.7716,17.383,55.107,71.137,6.152,0
2025-05-21,R04,21.209,0.754,10.558,57.356,41.173,8.68,1
2025-05-22,R04,22.163,0.831,7.144,52.8,48.572,6.674,1
2025-05-23,R04,26.047,0.7697,6.425,44.532,38.854,10.353,1
2025-05-24,R04,28.31,0.7685,11.103,53.323,75.417,8.059,1
2025-05-25,R04,22.516,0.805,1.612,47.122,56.983,6.986,1
2025-05-26,R04,23.295,0.7641,39.015,62.869,69.831,6.797,0
2025-05-27,R04,22.547,0.8505,24.938,55.874,64.689,7.121,0
2025-05-28,R04,26.49,0.809,4.569,51.945,41.537,9.536,1
2025-05-29,R04,21.031,0.8927,4.416,47.981,22.996,8.762,1
2025-05-30,R04,24.597,0.7232,0.648,49.883,60.032,7.237,1
2025-05-31,R04,23.833,0.8292,3.531,46.626,29.935,9.11,1
2025-06-01,R04,21.676,0.7715,8.177,56.391,41.712,7.308,0
2025-06-02,R04,20.471,0.8665,19.764,58.598,55.093,6.582,0
2025-06-03,R04,24.752,0.717,11.848,60.244,70.614,6.908,1
2025-06-04,R04,24.055,0.8052,2.434,49.344,32.296,8.644,1
2025-06-05,R04,22.358,0.8014,11.861,55.034,49.11,6.653,0
2025-06-06,R04,23.685,0.7368,4.208,46.229,54.784,7.799,1
2025-06-07,R04,22.446,0.8251,12.037,54.131,55.219,7.203,1
2025-06-08,R04,22.472,0.7742,22.526,55.944,40.61,8.754,1
2025-06-09,R04,24.277,0.788,6.838,50.545,60.521,6.961,1
2025-06-10,R04,20.219,0.787,8.431,54.122,66.283,6.939,0
2025-06-11,R04,23.855,0.8141,9.418,57.233,28.159,9.147,1
2025-06-12,R04,21.757,0.8383,9.491,51.77,69.11,6.048,0
2025-06-13,R04,22.716,0.7284,6.702,52.729,68.714,6.334,1
2025-06-14,R04,22.719,0.7623,6.241,47.988,68.377,5.362,0
2025-06-15,R04,24.579,0.6977,2.874,50.621,73.743,8.041,1
2025-06-16,R04,20.782,0.8097,8.131,53.678,29.359,7.665,0
2025-06-17,R04,23.718,0.7734,15.232,53.35,62.412,6.794,0
2025-06-18,R04,25.836,0.7961,6.457,52.223,58.276,8.065,1
2025-06-19,R04,22.646,0.7929,9.69,48.41,100,4.154,0
2025-06-20,R04,23.688,0.8122,11.866,54.66,57.362,7.454,0
2025-06-21,R04,22.57,0.8501,1.081,47.799,34.844,6.593,1
2025-06-22,R04,22.648,0.7559,15.251,55.329,44.693,8.982,1
2025-06-23,R04,24.71,0.6902,2.675,48.359,31.62,9.182,1
2025-06-24,R04,20.709,0.8918,6.449,50.324,69.159,5.657,0
2025-06-25,R04,23.392,0.7703,5.97,54.751,87.516,5.728,0
2025-06-26,R04,20.664,0.8542,4.609,49.012,49.256,7.87,0
2025-06-27,R04,19.006,0.8649,6.105,51.839,35.383,7.722,1
2025-06-28,R04,19.774,0.9225,14.974,58.188,59.86,6.337,0
2025-06-29,R04,18.774,0.8483,12.155,62.694,96.092,4.47,0
2025-06-30,R04,23.254,0.6728,9.91,52.436,44.894,8.906,1
2025-07-01,R04,20.993,0.9049,0.672,49.282,13.366,9.611,1
2025-07-02,R04,23.907,0.7203,14.026,55.956,45.306,7.169,0
2025-07-03,R04,23.425,0.7968,10.789,54.911,35.038,8.241,1
2025-07-04,R04,21.457,0.8331,17.197,50.708,64.97,6.795,0
2025-07-05,R04,21.684,0.7821,1.692,50.981,44.063,6.708,1
2025-07-06,R04,20.54,0.7654,4.25,54.737,31.01,7.522,0
2025-07-07,R04,20.52,0.88,9.885,54.17,37.717,6.934,1
2025-07-08,R04,20.321,0.8059,2.698,50.123,37.053,6.874,1
2025-07-09,R04,19.536,0.8254,4.358,54.074,41.132,6.14,0
2025-07-10,R04,17.814,0.8678,7.01,57.711,68.695,6.335,0
2025-07-11,R04,19.96,0.8319,14.044,58.841,79.656,5.344,0
2025-07-12,R04,16.622,0.95,5.643,54.964,52.982,5.555,0
2025-07-13,R04,21.751,0.7703,5.286,52.192,33.276,10.298,1
2025-07-14,R04,23.705,0.7701,26.28,61.547,53.749,6.867,0
2025-07-15,R04,22.201,0.8502,8.297,47.33,71.403,6.617,0
2025-07-16,R04,22.17,0.776,13.361,56.892,47.435,6.295,0
2025-07-17,R04,20.312,0.8328,9.842,51.847,58.768,5.889,0
2025-07-18,R04,21.758,0.9166,1.559,50.84,42.613,7.526,1
2025-07-19,R04,21.231,0.8722,26.712,56.409,75.342,5.983,0
2025-07-20,R04,16.963,0.7381,2.571,58.009,22.368,7.911,0
2025-07-21,R04,21.272,0.7994,13.052,51.568,41.979,7.043,0
2025-07-22,R04,19.885,0.8897,16.642,58.894,39.294,7.067,0
2025-07-23,R04,21.485,0.8538,6.353,53.01,43.221,7.348,0
2025-07-24,R04,18.353,0.7713,9.917,55.882,57.148,4.93,0
2025-07-25,R04,18.005,0.8638,0.873,57.468,29.222,7.381,0
2025-07-26,R04,19.022,0.8352,10.391,58.177,51.644,6.373,0
2025-07-27,R04,18.362,0.8547,6.309,56.232,41.98,5.506,0
2025-07-28,R04,17.544,0.8771,21.471,62.15,82.698,4.156,0
2025-07-29,R04,19.733,0.9045,6.149,53.018,30.998,9.029,0
2025-07-30,R04,20.307,0.9443,4.062,51.319,34.487,9.134,1
2025-07-31,R04,18.928,0.7949,5.051,52.561,56.7,6.126,0
2025-08-01,R04,18.321,0.8039,5.948,62.231,71.196,5.279,0
2025-08-02,R04,19.883,0.8881,4.315,54.208,45.087,6.577,0
2025-08-03,R04,18.8,0.8567,5.908,54.861,36.133,6.87,0
2025-08-04,R04,16.671,0.8404,3.669,55.043,31.818,7.153,0
2025-08-05,R04,15.749,0.7422,0.73,54.961,48.044,6.21,0
2025-08-06,R04,19.15,0.7353,6.08,52.301,54.023,6.646,0
2025-08-07,R04,17.879,0.8428,11.888,53.48,33.162,8.323,0
2025-08-08,R04,16.656,0.8001,14.68,59.805,57.788,6.479,0
2025-08-09,R04,16.365,0.8513,25.704,61.46,76.53,6.075,0
2025-08-10,R04,19.459,0.792,4.207,50.831,41.218,6.095,0
2025-08-11,R04,16.805,0.7918,1.695,60.123,78.106,5.253,0
2025-08-12,R04,16.666,0.8063,21.635,62.955,25.537,7.283,0
2025-08-13,R04,18.281,0.8594,1.504,59.475,91.244,6.248,0
2025-08-14,R04,17.936,0.7988,6.854,60.066,77.847,4.545,0
2025-08-15,R04,18.369,0.7798,7.462,58.658,80.939,5.263,0
2025-08-16,R04,18.086,0.8378,5.805,54.248,62.921,5.262,0
2025-08-17,R04,20.126,0.7509,7.908,52.788,59.627,7.11,1
2025-08-18,R04,13.822,0.785,13.606,57.465,56.469,3.454,0
2025-08-19,R04,19.965,0.7157,7.11,56.17,38.745,8.353,1
2025-08-20,R04,18.483,0.8393,11.786,54.876,53.487,6.679,0
2025-08-21,R04,18.037,0.9036,16.976,59.488,50.424,5.789,0
2025-08-22,R04,21.246,0.8138,1.229,52.45,41.429,6.655,0
2025-08-23,R04,14.719,0.7579,6.218,53.896,27.627,5.682,0
2025-08-24,R04,18.902,0.7744,16.249,57.884,53.508,6.539,0
2025-08-25,R04,17.327,0.875,14.23,63.464,59.269,6.281,0
2025-08-26,R04,17.96,0.8334,17.474,53.381,49.098,7.443,0
2025-08-27,R04,18.666,0.8814,21.038,68.57,54.959,6.266,0
2025-08-28,R04,17.812,0.7791,24.053,62.031,60.207,5.456,0
2025-08-29,R04,15.52,0.9102,1.186,55.132,19.189,7.854,0
2025-08-30,R04,17.253,0.8762,2.469,51.789,37.673,4.596,0
2025-08-31,R04,17.852,0.7968,3.079,53.796,40.352,6.562,0
2025-09-01,R04,17.158,0.9054,12.739,59.61,35.203,8.096,0
2025-09-02,R04,16.99,0.9289,6.531,56.03,53.721,5.765,0
2025-09-03,R04,18.34,0.8063,12.362,63.52,43.183,5.685,0
2025-09-04,R04,16.687,0.8854,3.829,53.47,62.819,6.445,0
2025-09-05,R04,17.537,0.9326,6.17,53.117,43.452,5.586,0
2025-09-06,R04,18.973,0.85,5.791,55.889,64.703,6.311,0
2025-09-07,R04,18.299,0.95,6.695,54.851,71.435,4.865,0
2025-09-08,R04,17.85,0.9001,4.193,52.771,26.04,8.914,1
2025-09-09,R04,15.584,0.79,1.421,62.312,88.884,3.4,0
2025-09-10,R04,17.263,0.8071,8.328,56.22,80.167,4.812,0
2025-09-11,R04,17.456,0.9115,13.95,59.749,47.979,6.594,0
2025-09-12,R04,18.751,0.8347,23.344,56.429,54.856,6.888,0
2025-09-13,R04,14.468,0.8302,0.932,53.932,50.533,6.821,0
2025-09-14,R04,15.549,0.8176,9.581,60.933,47.003,6.236,0
2025-09-15,R04,15.495,0.8242,6.683,53.492,50.604,5.217,0
2025-09-16,R04,15.847,0.7779,14.326,60.255,50.714,6.413,0
2025-09-17,R04,17.967,0.7879,5.072,52.815,66.194,5.963,0
2025-09-18,R04,14.188,0.8873,5.632,56.196,42.926,5.736,0
2025-09-19,R04,17.343,0.8455,11.705,59.641,46.413,6.504,0
2025-09-20,R04,14.434,0.9254,4.505,55.57,58.635,3.799,0
2025-09-21,R04,19.506,0.8515,5.212,49.645,54.6,7.216,0
2025-09-22,R04,13.099,0.9137,1.783,55.789,54.174,4.536,0
2025-09-23,R04,18.446,0.7781,14.653,59.302,26.73,7.401,0
2025-09-24,R04,17.871,0.8559,3.16,52.346,41.153,6.767,0
2025-09-25,R04,14.672,0.8961,5.478,58.954,39.384,5.28,0
2025-09-26,R04,15.26,0.7886,8.334,60.221,35.878,6.259,0
2025-09-27,R04,18.835,0.904,4.498,52.603,44.182,7.626,0
2025-09-28,R04,17.337,0.8393,1.587,54.57,48.459,4.739,0
2025-09-29,R04,16.939,0.7719,15.151,53.207,64.063,4.378,0
2025-09-30,R04,16.212,0.8873,5.146,56.061,31.69,7.026,0
2025-10-01,R04,14.88,0.8837,10.919,57.115,48.787,5.289,0
2025-10-02,R04,15.73,0.8644,6.319,53.977,25.259,7.97,0
2025-10-03,R04,15.587,0.8096,12.332,61.396,97.133,2.876,0
2025-10-04,R04,16.189,0.8969,2.254,56.926,45.341,6.143,0
2025-10-05,R04,17.415,0.873,12.004,56.379,79.65,4.418,0
2025-10-06,R04,14.544,0.8288,3.832,53.83,44.028,7.698,0
2025-10-07,R04,18.059,0.8195,5.249,53.807,44.636,5.214,0
2025-10-08,R04,17.374,0.7643,19.611,59.361,76.217,4.451,0
2025-10-09,R04,18.396,0.8416,12.837,55.878,40.021,8.218,0
2025-10-10,R04,14.593,0.8581,2.011,51.559,38.112,5.904,0
2025-10-11,R04,16.82,0.8403,7.954,55.235,35.937,6.404,0
2025-10-12,R04,15.309,0.9155,57.908,70.698,82.058,4.601,0
2025-10-13,R04,16.717,0.7895,9.489,56.248,55.039,5.522,0
2025-10-14,R04,19.443,0.8884,3.699,51.28,38.408,8.414,1
2025-10-15,R04,17.964,0.8089,3.31,53.668,68.516,4.739,0
2025-10-16,R04,17.585,0.8337,2.745,53.038,61.47,6.018,0
2025-10-17,R04,17.312,0.9058,6.921,53.332,61.531,5.87,0
2025-10-18,R04,18.558,0.859,5.541,50.639,43.026,6.86,1
2025-10-19,R04,15.69,0.8942,6.56,58.878,45.226,5.437,0
2025-10-20,R04,19.678,0.8299,3.518,54.507,62.826,6.161,0
2025-10-21,R04,17.831,0.888,7.94,56.216,50.445,5.056,0
2025-10-22,R04,17.986,0.87,18.254,65.929,55.435,6.582,0
2025-10-23,R04,14.609,0.9122,9.923,53.066,55.991,5.897,0
2025-10-24,R04,18.336,0.8856,9.934,57.793,81.239,4.475,0
2025-10-25,R04,17.019,0.9293,3.67,54.725,46.438,6.578,0
2025-10-26,R04,15.927,0.758,2.959,55.304,42.538,7.917,0
2025-10-27,R04,20.062,0.8436,3.876,50.518,20.082,8.713,1
2025-10-28,R04,17.632,0.756,20.573,60.514,46.126,6.111,0
2025-10-29,R04,15.946,0.8513,8.669,53.468,64.28,4.256,0
2025-10-30,R04,18.531,0.8524,10.908,57.973,49.555,5.893,0
2025-10-31,R04,16.681,0.8549,6.312,58.548,53.612,4.571,0
2025-11-01,R04,14.918,0.8193,3.171,57.086,46.977,6.613,0
2025-11-02,R04,13.803,0.8726,8.366,60.886,62.575,4.835,0
2025-11-03,R04,16.791,0.8553,15.232,57.481,62.329,4.673,0
2025-11-04,R04,18.604,0.7811,4.536,53.61,42.568,8.138,1
2025-11-05,R04,15.428,0.95,3.257,56.146,32.929,7.451,0
2025-11-06,R04,16.579,0.8797,4.546,58.44,48.814,6.479,0
2025-11-07,R04,18.676,0.7701,15.405,57.526,75.553,4.144,0
2025-11-08,R04,17.43,0.95,12.356,59.175,55.727,6.299,0
2025-11-09,R04,17.842,0.8313,6.368,54.945,54.442,7.122,1
2025-11-10,R04,14.554,0.848,6.27,61.028,66.856,4.115,0
2025-11-11,R04,21.581,0.7353,8.401,48.339,61.069,5.164,0
2025-11-12,R04,16.669,0.7984,35.585,63.884,100,4.037,0
2025-11-13,R04,15.335,0.9059,15.898,55.859,27.902,6.501,0
2025-11-14,R04,19.073,0.7291,14.217,57.193,69.397,4.893,0
2025-11-15,R04,17.899,0.7288,4.906,55.979,47.519,7.116,0
2025-11-16,R04,18.138,0.9176,18.192,59.967,60.823,5.894,0
2025-11-17,R04,18.956,0.916,1.567,57.128,41.475,6.683,0
2025-11-18,R04,18.789,0.9026,9.307,57.909,75.227,5.202,0
2025-11-19,R04,19.127,0.8061,13.188,57.876,92.234,4.238,0
2025-11-20,R04,16.702,0.8826,17.435,57.689,51.922,5.545,0
2025-11-21,R04,16.702,0.8862,21.445,59.852,61.532,4.989,0
2025-11-22,R04,17.59,0.8219,0.188,57.917,36.993,7.046,0
2025-11-23,R04,17.97,0.769,20.141,58.431,64.114,5.845,0
2025-11-24,R04,19.631,0.7894,53.429,65.474,88.362,2.739,0
2025-11-25,R04,15.547,0.7649,8.409,51.873,30.325,7.879,0
2025-11-26,R04,19.868,0.8164,3.694,51.75,64.234,5.975,0
2025-11-27,R04,17.763,0.8462,0.754,57.439,20.654,8.054,0
2025-11-28,R04,21.534,0.6955,3.199,55.0,59.149,7.007,1
2025-11-29,R04,22.075,0.876,11.465,56.82,75.733,5.474,0
2025-11-30,R04,15.99,0.898,13.938,57.083,86.325,5.305,0
2025-12-01,R04,19.054,0.7441,17.638,58.425,70.789,6.172,0
2025-12-02,R04,20.654,0.7576,10.02,54.044,52.108,6.297,0
2025-12-03,R04,22.136,0.737,17.968,64.34,29.435,8.212,0
2025-12-04,R04,19.979,0.906,11.006,57.688,36.074,7.298,0
2025-12-05,R04,18.804,0.7161,5.904,53.236,39.927,7.487,0
2025-12-06,R04,18.091,0.9111,20.753,64.031,63.502,6.451,0
2025-12-07,R04,20.411,0.8577,2.494,52.283,25.088,8.691,1
2025-12-08,R04,19.523,0.7725,4.761,54.135,62.584,6.297,0
2025-12-09,R04,18.627,0.8625,2.145,52.994,36.491,7.383,0
2025-12-10,R04,18.505,0.7675,3.022,56.115,12.534,9.329,1
2025-12-11,R04,21.653,0.7921,6.902,55.207,37.441,8.007,1
2025-12-12,R04,20.54,0.8227,8.548,53.764,83.143,5.279,0
2025-12-13,R04,20.466,0.7495,19.677,64.786,76.113,6.063,0
2025-12-14,R04,18.588,0.7848,23.199,56.794,56.217,5.75,0
2025-12-15,R04,20.062,0.7687,5.572,52.56,44.65,7.32,1
2025-12-16,R04,19.854,0.8049,5.57,54.904,39.713,7.073,0
2025-12-17,R04,21.624,0.7286,24.178,59.919,64.795,7.278,0
2025-12-18,R04,22.649,0.8094,8.003,55.416,52.738,8.06,1
2025-12-19,R04,20.569,0.881,8.585,54.101,82.017,6.59,0
2025-12-20,R04,20.772,0.7342,3.408,48.265,68.985,5.557,0
2025-12-21,R04,22.237,0.79,1.171,52.287,31.455,7.786,1
2025-12-22,R04,16.097,0.95,28.303,67.416,47.308,6.466,0
2025-12-23,R04,20.558,0.8442,6.975,56.996,37.637,7.785,0
2025-12-24,R04,19.393,0.7806,6.518,49.241,55.883,6.142,0
2025-12-25,R04,22.91,0.821,4.447,49.46,30.039,7.892,1
2025-12-26,R04,22.426,0.9445,6.147,53.063,25.973,8.64,1
2025-12-27,R04,20.929,0.772,15.738,50.418,55.209,6.639,0
2025-12-28,R04,23.377,0.6614,6.454,50.821,37.631,6.876,1
2025-12-29,R04,22.512,0.7759,2.282,52.28,22.622,8.814,1
2025-12-30,R04,20.613,0.8207,9.23,53.529,49.46,6.821,1
2025-12-31,R04,22.88,0.7663,9.736,53.269,64.563,8.227,1
2025-01-01,R05,27.615,0.1463,14.008,57.425,76.155,7.297,1
2025-01-02,R05,31.543,0.2047,15.002,56.156,68.585,8.171,1
2025-01-03,R05,30.073,0.2301,3.487,54.986,47.965,10.148,1
2025-01-04,R05,25.211,0.1912,2.288,56.831,27.168,10.337,1
2025-01-05,R05,30.063,0.2059,6.984,53.802,74.952,7.967,1
2025-01-06,R05,31.674,0.1943,6.465,59.064,48.169,8.098,1
2025-01-07,R05,29.013,0.1166,1.09,54.341,5,8.593,1
2025-01-08,R05,26.73,0.2264,9.247,52.759,80.797,7.674,1
2025-01-09,R05,29.93,0.1497,17.804,55.983,49.217,9.651,1
2025-01-10,R05,29.533,0.0917,15.453,59.495,69.951,8.032,1
2025-01-11,R05,32.484,0.0897,16.295,57.394,47.613,9.266,1
2025-01-12,R05,32.966,0.2431,0.641,54.043,27.252,10.726,1
2025-01-13,R05,32.799,0.1535,7.082,57.261,26.597,11.694,1
2025-01-14,R05,28.998,0.2413,6.806,54.6,49.026,8.827,1
2025-01-15,R05,28.262,0.1831,6.273,58.155,35.851,9.216,1
2025-01-16,R05,29.111,0.1812,3.915,51.535,21.224,10.484,1
2025-01-17,R05,30.618,0.2111,2.094,55.841,28.595,10.882,1
2025-01-18,R05,30.838,0.1479,12.94,51.278,59.902,7.729,1
2025-01-19,R05,29.865,0.2262,10.369,59.465,59.663,9.138,1
2025-01-20,R05,28.409,0.2942,12.092,61.737,49.797,7.168,0
2025-01-21,R05,26.299,0.1999,14.695,59.775,46.041,8.752,1
2025-01-22,R05,30.038,0.1646,3.386,56.244,52.499,10.021,1
2025-01-23,R05,28.602,0.0773,27.699,64.692,57.788,8.082,1
2025-01-24,R05,32.422,0.1792,4.95,55.651,33.478,10.384,1
2025-01-25,R05,31.418,0.2015,13.018,58.542,60.526,7.191,1
2025-01-26,R05,30.156,0.165,12.572,56.032,49.332,7.907,1
2025-01-27,R05,32.346,0.225,6.294,57.867,42.616,9.106,1
2025-01-28,R05,29.471,0.164,0.461,53.105,79.304,6.984,1
2025-01-29,R05,31.215,0.2176,0.342,47.538,58.681,8.409,1
2025-01-30,R05,30.578,0.2096,21.657,56.301,68.884,8.182,1
2025-01-31,R05,29.343,0.2728,9.742,57.434,50.993,9.218,1
2025-02-01,R05,33.199,0.2127,43.581,69.931,87.42,8.603,0
2025-02-02,R05,32.683,0.0696,5.031,50.147,62.046,8.158,1
2025-02-03,R05,33.253,0.1143,16.219,61.053,41.595,10.581,1
2025-02-04,R05,28.769,0.1789,8.06,57.039,37.789,9.093,1
2025-02-05,R05,32.956,0.1274,3.843,47.217,35.627,10.537,1
2025-02-06,R05,33.187,0.0975,6.253,53.392,50.204,9.395,1
2025-02-07,R05,29.803,0.2146,5.375,50.241,35.805,9.64,1
2025-02-08,R05,35.246,0.1448,3.636,53.167,44.047,10.187,1
2025-02-09,R05,32.012,0.1654,8.045,52.106,44.147,9.135,1
2025-02-10,R05,31.455,0.167,3.385,55.774,54.61,9.568,1
2025-02-11,R05,30.234,0.1743,4.153,55.43,47.903,9.008,1
2025-02-12,R05,33.626,0.2148,20.461,53.631,92.542,7.494,1
2025-02-13,R05,31.359,0.1591,6.059,55.542,82.183,8.22,1
2025-02-14,R05,32.393,0.1476,5.316,58.548,66.338,8.978,1
2025-02-15,R05,30.006,0.1813,5.979,54.979,52.591,10.193,1
2025-02-16,R05,35.094,0.1827,14.974,54.977,66.189,9.948,1
2025-02-17,R05,33.081,0.2513,11.58,55.48,66.973,9.233,1
2025-02-18,R05,29.792,0.2802,12.31,57.58,59.301,8.518,1
2025-02-19,R05,33.68,0.1843,15.17,57.123,67.334,8.981,1
2025-02-20,R05,34.323,0.0636,12.748,64.318,48.237,10.391,1
2025-02-21,R05,37.763,0.05,9.317,54.849,59.344,12.059,1
2025-02-22,R05,31.805,0.1731,2.445,57.438,48.908,8.858,1
2025-02-23,R05,33.931,0.107,9.971,53.297,52.271,9.056,1
2025-02-24,R05,30.629,0.2902,6.634,54.174,94.571,6.509,1
2025-02-25,R05,34.735,0.1668,10.573,55.223,59.042,10.952,1
2025-02-26,R05,31.742,0.1599,7.881,52.334,46.391,8.863,1
2025-02-27,R05,32.92,0.073,24.772,64.939,66.815,7.527,1
2025-02-28,R05,30.826,0.2717,16.563,56.595,47.087,9.357,1
2025-03-01,R05,31.293,0.1788,5.003,53.692,67.029,7.209,1
2025-03-02,R05,36.058,0.1652,3.116,48.402,59.765,9.703,1
2025-03-03,R05,30.772,0.1189,18.13,52.501,64.642,9.068,1
2025-03-04,R05,32.376,0.1438,17.809,56.766,37.556,9.443,1
2025-03-05,R05,31.479,0.2522,4.371,49.444,24.9,10.692,1
2025-03-06,R05,33.052,0.1971,6.252,53.568,47.488,10.041,1
2025-03-07,R05,34.115,0.121,3.836,51.274,55.549,9.005,1
2025-03-08,R05,34.188,0.1478,7.527,54.471,49.022,9.506,1
2025-03-09,R05,34.149,0.123,7.812,51.592,48.433,8.803,1
2025-03-10,R05,37.704,0.05,13.995,53.364,60.812,10.664,1
2025-03-11,R05,35.939,0.1625,4.508,48.783,63.016,9.521,1
2025-03-12,R05,34.44,0.1915,7.615,48.224,59.195,8.418,1
2025-03-13,R05,30.554,0.1819,45.34,69.213,67.707,9.473,1
2025-03-14,R05,37.505,0.1503,3.357,50.557,46.9,12.106,1
2025-03-15,R05,35.357,0.05,5.036,53.572,57.15,8.93,1
2025-03-16,R05,34.746,0.1452,5.062,56.028,64.189,7.437,1
2025-03-17,R05,35.09,0.0837,9.937,51.051,54.513,9.999,1
2025-03-18,R05,34.91,0.1061,5.317,49.985,40.557,9.703,1
2025-03-19,R05,33.337,0.1477,9.113,49.454,39.041,11.404,1
2025-03-20,R05,30.981,0.2681,5.646,52.629,30.769,10.658,1
2025-03-21,R05,32.986,0.1445,13.904,53.326,54.539,9.891,1
2025-03-22,R05,34.462,0.1615,17.585,54.176,19.686,11.587,1
2025-03-23,R05,33.791,0.1524,16.677,57.896,65.344,7.942,1
2025-03-24,R05,31.891,0.1826,14.413,56.643,72.881,7.71,1
2025-03-25,R05,33.257,0.2358,11.259,58.009,48.715,9.172,1
2025-03-26,R05,33.229,0.1593,3.473,51.789,50.99,10.031,1
2025-03-27,R05,31.437,0.1705,19.989,60.18,79.432,9.571,1
2025-03-28,R05,35.504,0.1661,23.251,63.187,62.536,11.449,1
2025-03-29,R05,34.774,0.1994,18.273,58.73,52.403,10.427,1
2025-03-30,R05,32.517,0.1693,22.13,59.811,48.019,10.189,1
2025-03-31,R05,35.749,0.1637,6.305,51.136,33.474,11.453,1
2025-04-01,R05,31.267,0.1601,4.292,55.608,32.358,10.507,1
2025-04-02,R05,34.223,0.1127,5.637,50.921,45.392,10.764,1
2025-04-03,R05,33.25,0.2314,6.008,47.27,62.76,9.595,1
2025-04-04,R05,33.451,0.05,5.513,51.59,69.543,8.895,1
2025-04-05,R05,33.659,0.2169,8.27,58.117,69.534,9.397,1
2025-04-06,R05,33.312,0.2191,5.972,48.173,55.152,7.618,1
2025-04-07,R05,30.092,0.1427,27.68,63.203,75.529,7.755,1
2025-04-08,R05,34.191,0.1383,6.174,54.303,52.8,10.624,1
2025-04-09,R05,37.669,0.1426,5.129,55.176,71.142,9.954,1
2025-04-10,R05,31.784,0.122,5.99,57.182,55.446,9.92,1
2025-04-11,R05,36.325,0.1211,5.17,48.913,49.962,10.14,1
2025-04-12,R05,31.792,0.1614,1.627,51.697,58.418,8.139,1
2025-04-13,R05,35.531,0.1968,1.476,52.612,55.284,8.707,1
2025-04-14,R05,34.601,0.0866,20.12,65.128,60.718,9.705,1
2025-04-15,R05,33.676,0.1466,12.877,56.398,76.661,8.051,1
2025-04-16,R05,34.351,0.0917,4.46,55.385,62.572,9.971,1
2025-04-17,R05,34.661,0.2243,19.098,59.895,91.164,8.331,1
2025-04-18,R05,32.313,0.1801,6.199,52.114,49.021,8.739,1
2025-04-19,R05,33.657,0.2217,21.993,51.762,41.825,9.657,1
2025-04-20,R05,33.377,0.1136,9.588,56.682,46.238,9.383,1
2025-04-21,R05,32.991,0.1703,8.832,53.611,42.684,12.333,1
2025-04-22,R05,33.706,0.228,10.222,52.034,36.788,10.797,1
2025-04-23,R05,35.848,0.1394,2.067,52.223,78.562,9.422,1
2025-04-24,R05,33.875,0.188,1.326,53.124,19.955,11.698,1
2025-04-25,R05,32.701,0.1765,10.472,56.707,69.064,7.246,1
2025-04-26,R05,33.07,0.2448,3.891,53.097,68.428,8.581,1
2025-04-27,R05,33.76,0.1261,51.22,63.524,65.679,9.9,1
2025-04-28,R05,30.229,0.1951,2.593,53.162,41.699,8.868,1
2025-04-29,R05,31.009,0.1891,3.477,53.718,68.08,9.003,1
2025-04-30,R05,35.459,0.1779,30.074,60.222,90.686,7.596,1
2025-05-01,R05,34.665,0.1855,1.99,47.503,15.689,11.568,1
2025-05-02,R05,30.525,0.0699,38.609,65.773,66.554,7.635,0
2025-05-03,R05,32.687,0.1886,12.87,54.254,31.082,12.334,1
